range,Precipitation,Hazen frequency,Parametre de  gumbel(u)
359,0.0,0.008486412271565193,-1.5621972268760298
360,0.0,0.008510084272322697,-1.5616130033341722
361,0.0,0.0085337562730802,-1.5610300625429363
362,0.0,0.008557428273837705,-1.5604483979418977
363,0.0,0.008581100274595209,-1.5598680030223895
364,0.0,0.008604772275352713,-1.5592888713269513
365,0.0,0.008628444276110217,-1.5587109964487864
366,0.0,0.008652116276867721,-1.5581343720312242
367,0.0,0.008675788277625225,-1.5575589917671935
368,0.0,0.00869946027838273,-1.556984849398699
369,0.0,0.008723132279140233,-1.5564119387163067
370,0.0,0.008746804279897737,-1.5558402535586353
371,0.0,0.008770476280655241,-1.5552697878118553
372,0.0,0.008794148281412745,-1.5547005354091936
373,0.0,0.00881782028217025,-1.554132490330445
374,0.0,0.008841492282927754,-1.5535656466014902
375,0.0,0.008865164283685258,-1.5529999982938194
376,0.0,0.008888836284442762,-1.5524355395240639
377,0.0,0.008912508285200266,-1.551872264453531
378,0.0,0.00893618028595777,-1.5513101672877472
379,0.0,0.008959852286715274,-1.5507492422760063
380,0.0,0.008983524287472778,-1.5501894837109236
381,0.0,0.009007196288230282,-1.5496308859279952
382,0.0,0.009030868288987786,-1.5490734433051643
383,0.0,0.00905454028974529,-1.5485171502623907
384,0.0,0.009078212290502794,-1.5479620012612292
385,0.0,0.009101884291260298,-1.547407990804409
386,0.0,0.0091255562920178,-1.5468551134354227
387,0.0,0.009149228292775305,-1.5463033637381176
388,0.0,0.009172900293532809,-1.5457527363362935
389,0.0,0.009196572294290313,-1.5452032258933044
390,0.0,0.009220244295047817,-1.5446548271116667
391,0.0,0.00924391629580532,-1.5441075347326711
392,0.0,0.009267588296562825,-1.5435613435359996
393,0.0,0.009291260297320329,-1.5430162483393481
394,0.0,0.009314932298077833,-1.5424722439980516
395,0.0,0.009338604298835337,-1.541929325404717
396,0.0,0.009362276299592841,-1.5413874874888576
397,0.0,0.009385948300350345,-1.540846725216533
398,0.0,0.00940962030110785,-1.5403070335899958
399,0.0,0.009433292301865353,-1.5397684076473375
400,0.0,0.009456964302622857,-1.5392308424621441
401,0.0,0.009480636303380361,-1.538694333143153
402,0.0,0.009504308304137865,-1.538158874833914
403,0.0,0.00952798030489537,-1.537624462712455
404,0.0,0.009551652305652874,-1.537091091990952
405,0.0,0.009575324306410378,-1.5365587579154034
406,0.0,0.009598996307167882,-1.5360274557653069
407,0.0,0.009622668307925386,-1.5354971808533404
408,0.0,0.00964634030868289,-1.534967928525049
409,0.0,0.009670012309440394,-1.5344396941585323
410,0.0,0.009693684310197898,-1.533912473164138
411,0.0,0.009717356310955402,-1.5333862609841589
412,0.0,0.009741028311712906,-1.5328610530925308
413,0.0,0.00976470031247041,-1.5323368449945387
414,0.0,0.009788372313227914,-1.5318136322265217
415,0.0,0.009812044313985418,-1.5312914103555844
416,0.0,0.009835716314742922,-1.5307701749793106
417,0.0,0.009859388315500426,-1.5302499217254804
418,0.0,0.00988306031625793,-1.529730646251791
419,0.0,0.009906732317015434,-1.52921234424558
420,0.0,0.009930404317772938,-1.5286950114235527
421,0.0,0.009954076318530443,-1.528178643531512
422,0.0,0.009977748319287947,-1.5276632363440916
423,0.0,0.01000142032004545,-1.5271487856644932
424,0.0,0.010025092320802955,-1.5266352873242237
425,0.0,0.010048764321560459,-1.5261227371828403
426,0.0,0.010072436322317963,-1.5256111311276934
427,0.0,0.010096108323075467,-1.5251004650736764
428,0.0,0.010119780323832971,-1.5245907349629757
429,0.0,0.010143452324590475,-1.5240819367648253
430,0.0,0.010167124325347979,-1.5235740664752633
431,0.0,0.010190796326105483,-1.523067120116891
432,0.0,0.010214468326862987,-1.5225610937386351
433,0.0,0.010238140327620491,-1.5220559834155136
434,0.0,0.010261812328377995,-1.521551785248401
435,0.0,0.0102854843291355,-1.5210484953638008
436,0.0,0.010309156329893003,-1.5205461099136168
437,0.0,0.010332828330650506,-1.5200446250749284
438,0.0,0.01035650033140801,-1.5195440370497686
439,0.0,0.010380172332165514,-1.519044342064904
440,0.0,0.010403844332923018,-1.518545536371617
441,0.0,0.010427516333680522,-1.5180476162454917
442,0.0,0.010451188334438026,-1.5175505779862004
443,0.0,0.01047486033519553,-1.5170544179172938
444,0.0,0.010498532335953034,-1.5165591323859926
445,0.0,0.010522204336710538,-1.5160647177629822
446,0.0,0.010545876337468042,-1.5155711704422088
447,0.0,0.010569548338225546,-1.5150784868406788
448,0.0,0.01059322033898305,-1.514586663398259
449,0.0,0.010616892339740554,-1.5140956965774797
450,0.0,0.010640564340498058,-1.5136055828633415
451,0.0,0.010664236341255563,-1.51311631876312
452,0.0,0.010687908342013067,-1.5126279008061776
453,0.0,0.01071158034277057,-1.5121403255437733
454,0.0,0.010735252343528075,-1.5116535895488774
455,0.0,0.010758924344285579,-1.5111676894159864
456,0.0,0.010782596345043083,-1.5106826217609404
457,0.0,0.010806268345800587,-1.5101983832207428
458,0.0,0.010829940346558091,-1.5097149704533812
459,0.0,0.010853612347315595,-1.509232380137651
460,0.0,0.010877284348073099,-1.5087506089729807
461,0.0,0.010900956348830603,-1.5082696536792586
462,0.0,0.010924628349588107,-1.5077895109966608
463,0.0,0.010948300350345611,-1.5073101776854834
464,0.0,0.010971972351103115,-1.5068316505259731
465,0.0,0.01099564435186062,-1.5063539263181631
466,0.0,0.011019316352618123,-1.5058770018817074
467,0.0,0.011042988353375627,-1.5054008740557188
468,0.0,0.011066660354133132,-1.504925539698609
469,0.0,0.011090332354890636,-1.5044509956879284
470,0.0,0.01111400435564814,-1.5039772389202097
471,0.0,0.011137676356405644,-1.5035042663108102
472,0.0,0.011161348357163148,-1.5030320747937607
473,0.0,0.011185020357920652,-1.5025606613216094
474,0.0,0.011208692358678156,-1.5020900228652738
475,0.0,0.01123236435943566,-1.50162015641389
476,0.0,0.011256036360193164,-1.501151058974664
477,0.0,0.011279708360950668,-1.5006827275727264
478,0.0,0.011303380361708172,-1.5002151592509871
479,0.0,0.011327052362465676,-1.4997483510699918
480,0.0,0.01135072436322318,-1.4992823001077797
481,0.0,0.011374396363980684,-1.4988170034597437
482,0.0,0.011398068364738188,-1.4983524582384904
483,0.0,0.011421740365495692,-1.4978886615737022
484,0.0,0.011445412366253196,-1.497425610612002
485,0.0,0.0114690843670107,-1.4969633025168179
486,0.0,0.011492756367768205,-1.496501734468248
487,0.0,0.011516428368525709,-1.4960409036629307
488,0.0,0.011540100369283211,-1.4955808073139119
489,0.0,0.011563772370040715,-1.4951214426505148
490,0.0,0.011587444370798219,-1.494662806918214
491,0.0,0.011611116371555723,-1.4942048973785056
492,0.0,0.011634788372313227,-1.4937477113087834
493,0.0,0.011658460373070731,-1.493291246002213
494,0.0,0.011682132373828235,-1.4928354987676091
495,0.0,0.01170580437458574,-1.4923804669293126
496,0.0,0.011729476375343243,-1.4919261478270711
497,0.0,0.011753148376100747,-1.4914725388159171
498,0.0,0.011776820376858252,-1.4910196372660511
499,0.0,0.011800492377615756,-1.4905674405627227
500,0.0,0.01182416437837326,-1.4901159461061162
501,0.0,0.011847836379130764,-1.489665151311233
502,0.0,0.011871508379888268,-1.4892150536077795
503,0.0,0.011895180380645772,-1.4887656504400535
504,0.0,0.011918852381403276,-1.4883169392668316
505,0.0,0.01194252438216078,-1.4878689175612594
506,0.0,0.011966196382918284,-1.487421582810742
507,0.0,0.011989868383675788,-1.4869749325168335
508,0.0,0.012013540384433292,-1.4865289641951318
509,0.0,0.012037212385190796,-1.4860836753751705
510,0.0,0.0120608843859483,-1.4856390636003132
511,0.0,0.012084556386705804,-1.4851951264276493
512,0.0,0.012108228387463308,-1.4847518614278916
513,0.0,0.012131900388220812,-1.4843092661852713
514,0.0,0.012155572388978316,-1.4838673382974383
515,0.0,0.01217924438973582,-1.4834260753753599
516,0.0,0.012202916390493325,-1.482985475043221
517,0.0,0.012226588391250829,-1.4825455349383252
518,0.0,0.012250260392008333,-1.4821062527109974
519,0.0,0.012273932392765837,-1.4816676260244868
520,0.0,0.01229760439352334,-1.4812296525548698
521,0.0,0.012321276394280845,-1.4807923299909576
522,0.0,0.012344948395038349,-1.4803556560341982
523,0.0,0.012368620395795853,-1.4799196283985858
524,0.0,0.012392292396553357,-1.479484244810568
525,0.0,0.012415964397310861,-1.4790495030089528
526,0.0,0.012439636398068365,-1.4786154007448196
527,0.0,0.01246330839882587,-1.4781819357814274
528,0.0,0.012486980399583373,-1.4777491058941274
529,0.0,0.012510652400340877,-1.4773169088702736
530,0.0,0.012534324401098381,-1.4768853425091355
531,0.0,0.012557996401855885,-1.4764544046218118
532,0.0,0.01258166840261339,-1.4760240930311441
533,0.0,0.012605340403370894,-1.4755944055716326
534,0.0,0.012629012404128398,-1.4751653400893503
535,0.0,0.012652684404885902,-1.4747368944418604
536,0.0,0.012676356405643406,-1.4743090664981344
537,0.0,0.01270002840640091,-1.4738818541384675
538,0.0,0.012723700407158414,-1.4734552552544002
539,0.0,0.012747372407915916,-1.4730292677486359
540,0.0,0.01277104440867342,-1.4726038895349605
541,0.0,0.012794716409430924,-1.4721791185381659
542,0.0,0.012818388410188428,-1.471754952693969
543,0.0,0.012842060410945932,-1.4713313899489355
544,0.0,0.012865732411703436,-1.470908428260402
545,0.0,0.01288940441246094,-1.4704860655963996
546,0.0,0.012913076413218445,-1.4700642999355793
547,0.0,0.012936748413975949,-1.4696431292671364
548,0.0,0.012960420414733453,-1.4692225515907358
549,0.0,0.012984092415490957,-1.4688025649164387
550,0.0,0.01300776441624846,-1.46838316726463
551,0.0,0.013031436417005965,-1.4679643566659453
552,0.0,0.013055108417763469,-1.4675461311611995
553,0.0,0.013078780418520973,-1.4671284888013154
554,0.0,0.013102452419278477,-1.4667114276472542
